episode_uid,experiment_split,case_id,temporal_overlap_seed_mode,suite,task_id,init_state_id,rollout_seed,task_description,target_objects,success,critical_event_type,critical_event_t,failure_type,final_t,episode_goal_progress_max,collector_event,collector_event_on_success,event_chunk_goal_progress_end,event_chunk_target_lift_max,event_chunk_drop_candidate,event_chunk_wrong_object_candidate
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|8|1310776,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310776,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,111,1.0,False,False,,,,
temporal_overlap_passive_20260821__cal_yellow_independent__libero_spatial_with_yellow_book__task8__init0__max_value__l0|libero_spatial_with_yellow_book|8|0|0|9|1310873,calibration,cal_yellow_task8_init0,independent,libero_spatial_with_yellow_book,8,0,1310873,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,113,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_goal_task_coupled__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|0|1370000,holdout,hold_goal_task6_init0,coupled,libero_goal_task,6,0,1370000,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_coupled__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|1|1370097,holdout,hold_goal_task6_init0,coupled,libero_goal_task,6,0,1370097,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_coupled__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|2|1370194,holdout,hold_goal_task6_init0,coupled,libero_goal_task,6,0,1370194,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_coupled__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|3|1370291,holdout,hold_goal_task6_init0,coupled,libero_goal_task,6,0,1370291,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_coupled__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|4|1370388,holdout,hold_goal_task6_init0,coupled,libero_goal_task,6,0,1370388,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_coupled__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|5|1370485,holdout,hold_goal_task6_init0,coupled,libero_goal_task,6,0,1370485,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|0|1370000,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370000,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|10|1370970,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370970,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|11|1371067,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371067,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|12|1371164,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371164,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|13|1371261,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371261,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|14|1371358,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371358,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|15|1371455,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371455,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|16|1371552,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371552,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|17|1371649,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371649,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|18|1371746,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371746,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|19|1371843,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1371843,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|1|1370097,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370097,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|2|1370194,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370194,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|3|1370291,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370291,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|4|1370388,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370388,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|5|1370485,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370485,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|6|1370582,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370582,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|7|1370679,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370679,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|8|1370776,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370776,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_goal_task_independent__libero_goal_task__task6__init0__max_value__l0|libero_goal_task|6|0|0|9|1370873,holdout,hold_goal_task6_init0,independent,libero_goal_task,6,0,1370873,put the cream cheese in the bowl,wine_bottle_1,False,wrong_object_interaction_candidate,60,wrong_object_interaction_candidate,300,0.0,True,False,0.0,2.628815798377815e-07,0.0,1.0
temporal_overlap_passive_20260821__hold_long_swap_coupled__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|0|1360000,holdout,hold_long_swap_task4_init0,coupled,libero_10_swap,4,0,1360000,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,126,target_drop_candidate,520,0.5,True,False,0.5,0.008533050425047317,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_coupled__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|1|1360097,holdout,hold_long_swap_task4_init0,coupled,libero_10_swap,4,0,1360097,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,126,target_drop_candidate,520,0.5,True,False,0.5,0.00846125746409837,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_coupled__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|2|1360194,holdout,hold_long_swap_task4_init0,coupled,libero_10_swap,4,0,1360194,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,126,target_drop_candidate,520,0.5,True,False,0.5,0.008443904070104591,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_coupled__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|3|1360291,holdout,hold_long_swap_task4_init0,coupled,libero_10_swap,4,0,1360291,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,116,target_drop_candidate,520,0.5,True,False,0.5,0.00856697521216293,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_coupled__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|4|1360388,holdout,hold_long_swap_task4_init0,coupled,libero_10_swap,4,0,1360388,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,118,target_drop_candidate,520,0.5,True,False,0.5,0.00865472115128374,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_coupled__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|5|1360485,holdout,hold_long_swap_task4_init0,coupled,libero_10_swap,4,0,1360485,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,124,target_drop_candidate,520,0.5,True,False,0.5,0.008681385786577844,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|0|1360000,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360000,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,114,target_drop_candidate,520,0.5,True,False,0.5,0.008575311522736995,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|10|1360970,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360970,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,126,target_drop_candidate,520,0.5,True,False,0.5,0.008533519497851083,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|11|1361067,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361067,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,131,target_drop_candidate,520,0.5,True,False,0.5,0.008890044415606757,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|12|1361164,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361164,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,122,target_drop_candidate,520,0.5,True,False,0.5,0.008503600697918279,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|13|1361261,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361261,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,115,target_drop_candidate,520,0.5,True,False,0.5,0.00873285106827043,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|14|1361358,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361358,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,124,target_drop_candidate,520,0.5,True,False,0.5,0.008738915208207299,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|15|1361455,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361455,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,117,target_drop_candidate,520,0.5,True,False,0.5,0.008826563872309345,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|16|1361552,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361552,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,116,target_drop_candidate,520,0.5,True,False,0.5,0.008660964796835535,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|17|1361649,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361649,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,125,target_drop_candidate,520,0.5,True,False,0.5,0.008621808300403988,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|18|1361746,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361746,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,128,target_drop_candidate,520,0.5,True,False,0.5,0.008190173387742916,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|19|1361843,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1361843,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,115,target_drop_candidate,520,0.5,True,False,0.5,0.008651441462161347,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|1|1360097,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360097,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,126,target_drop_candidate,520,0.5,True,False,0.5,0.008461473722261303,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|2|1360194,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360194,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,118,target_drop_candidate,520,0.5,True,False,0.5,0.00875661200800043,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|3|1360291,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360291,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,127,target_drop_candidate,520,0.5,True,False,0.5,0.008395464431496746,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|4|1360388,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360388,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,115,target_drop_candidate,520,0.5,True,False,0.5,0.008569187261225242,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|5|1360485,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360485,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,125,target_drop_candidate,520,0.5,True,False,0.5,0.008723490863424777,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|6|1360582,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360582,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,129,target_drop_candidate,520,0.5,True,False,0.5,0.008583307307566512,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|7|1360679,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360679,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,116,target_drop_candidate,520,0.5,True,False,0.5,0.008594497336184337,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|8|1360776,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360776,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,125,target_drop_candidate,520,0.5,True,False,0.5,0.008596472554086187,1.0,0.0
temporal_overlap_passive_20260821__hold_long_swap_independent__libero_10_swap__task4__init0__max_value__l0|libero_10_swap|4|0|0|9|1360873,holdout,hold_long_swap_task4_init0,independent,libero_10_swap,4,0,1360873,put the white mug on the left plate and put the yellow and white mug on the right plate,"porcelain_mug_1,white_yellow_mug_1",False,target_drop_candidate,125,target_drop_candidate,520,0.5,True,False,0.5,0.00860106621168888,1.0,0.0
temporal_overlap_passive_20260821__hold_object_appearance_coupled__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|0|1390000,holdout,hold_object_appearance_task7_init0,coupled,libero_object_object,7,0,1390000,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,121,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_coupled__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|1|1390097,holdout,hold_object_appearance_task7_init0,coupled,libero_object_object,7,0,1390097,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,129,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_coupled__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|2|1390194,holdout,hold_object_appearance_task7_init0,coupled,libero_object_object,7,0,1390194,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,135,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_coupled__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|3|1390291,holdout,hold_object_appearance_task7_init0,coupled,libero_object_object,7,0,1390291,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,129,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_coupled__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|4|1390388,holdout,hold_object_appearance_task7_init0,coupled,libero_object_object,7,0,1390388,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,136,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_coupled__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|5|1390485,holdout,hold_object_appearance_task7_init0,coupled,libero_object_object,7,0,1390485,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,136,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|0|1390000,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390000,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,122,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|10|1390970,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390970,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,129,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|11|1391067,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391067,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,136,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|12|1391164,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391164,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,129,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|13|1391261,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391261,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,121,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|14|1391358,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391358,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,133,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|15|1391455,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391455,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,133,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|16|1391552,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391552,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,122,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|17|1391649,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391649,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|18|1391746,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391746,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,135,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|19|1391843,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1391843,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|1|1390097,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390097,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,136,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|2|1390194,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390194,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|3|1390291,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390291,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|4|1390388,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390388,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,136,1.0,False,False,,,,
