family,feature_count,target_variant,alpha,leave_one_task__adjusted_gain,leave_one_task__raw_gain,leave_one_task__rescues,leave_one_task__harms,leave_one_task__rescue_vs_harm_auc,leave_one_task__effect_spearman,leave_one_task__worst_cell_adjusted_gain,leave_one_task__quintile_monotonic_rho,leave_one_task__quintile_top_minus_bottom,leave_one_level__adjusted_gain,leave_one_level__raw_gain,leave_one_level__rescues,leave_one_level__harms,leave_one_level__rescue_vs_harm_auc,leave_one_level__effect_spearman,leave_one_level__worst_cell_adjusted_gain,leave_one_level__quintile_monotonic_rho,leave_one_level__quintile_top_minus_bottom,leave_one_cell__adjusted_gain,leave_one_cell__raw_gain,leave_one_cell__rescues,leave_one_cell__harms,leave_one_cell__rescue_vs_harm_auc,leave_one_cell__effect_spearman,leave_one_cell__worst_cell_adjusted_gain,leave_one_cell__quintile_monotonic_rho,leave_one_cell__quintile_top_minus_bottom,within_cell_grouped5__adjusted_gain,within_cell_grouped5__raw_gain,within_cell_grouped5__rescues,within_cell_grouped5__harms,within_cell_grouped5__rescue_vs_harm_auc,within_cell_grouped5__effect_spearman,within_cell_grouped5__worst_cell_adjusted_gain,within_cell_grouped5__quintile_monotonic_rho,within_cell_grouped5__quintile_top_minus_bottom,min_transfer_adjusted_gain,min_transfer_auc,min_transfer_worst_cell,min_transfer_monotonic_rho
oracle_context_only,92,direct_grounded,1.0,-0.042499999999999996,-0.0375,5,29,0.43929521276595745,-0.04098671366202054,-0.375,-0.39999999999999997,-0.015625,-0.03156249999999999,-0.0265625,11,28,0.32174202127659574,-0.14665095827142058,-0.3749999999999999,-0.6,-0.171875,-0.011249999999999993,-0.00625,13,17,0.4096409574468085,-0.08122125302551968,-0.24937499999999996,-0.19999999999999998,0.0234375,0.023125000000000003,0.028125,25,7,0.747938829787234,0.26279907291369364,-0.041874999999999996,0.9999999999999999,0.4140625,-0.042499999999999996,0.32174202127659574,-0.375,-0.6
oracle_context_only,92,direct_grounded,0.01,-0.042499999999999996,-0.0375,5,29,0.4386303191489362,-0.040464838765998865,-0.375,-0.20519567041703082,0.0,-0.03156249999999999,-0.0265625,11,28,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875,-0.011249999999999993,-0.00625,13,17,0.40924202127659576,-0.08208816577635789,-0.24937499999999996,-0.19999999999999998,0.0234375,0.023125000000000003,0.028125,25,7,0.7472739361702128,0.26239249397565995,-0.041874999999999996,0.9999999999999999,0.4140625,-0.042499999999999996,0.3216090425531915,-0.375,-0.6
oracle_context_only,92,direct_grounded,0.1,-0.042499999999999996,-0.0375,5,29,0.4394281914893617,-0.04044838880867745,-0.375,-0.39999999999999997,-0.015625,-0.03156249999999999,-0.0265625,11,28,0.3216090425531915,-0.14672909556869726,-0.3749999999999999,-0.6,-0.171875,-0.011249999999999993,-0.00625,13,17,0.4096409574468085,-0.08122125302551968,-0.24937499999999996,-0.19999999999999998,0.0234375,0.023125000000000003,0.028125,25,7,0.7472739361702128,0.26239249397565995,-0.041874999999999996,0.9999999999999999,0.4140625,-0.042499999999999996,0.3216090425531915,-0.375,-0.6
oracle_context_only,92,direct_terminal_utility,1.0,-0.042499999999999996,-0.0375,5,29,0.45378989361702127,-0.027131737108064526,-0.375,-0.15811388300841897,0.0,-0.03156249999999999,-0.0265625,11,28,0.315625,-0.1605281422677605,-0.3749999999999999,-0.7999999999999999,-0.1953125,-0.008124999999999993,-0.003125,14,16,0.4168218085106383,-0.07707134004226145,-0.24937499999999996,-0.19999999999999998,0.015625,0.023125,0.028125,25,7,0.7532579787234043,0.2619436144006389,-0.04,0.9999999999999999,0.3984375,-0.042499999999999996,0.315625,-0.375,-0.7999999999999999
oracle_context_only,92,direct_success,10.0,-0.042499999999999996,-0.0375,5,29,0.4376994680851064,-0.04376264396000815,-0.375,-0.3,-0.0234375,-0.03156249999999999,-0.0265625,11,28,0.3092420212765957,-0.1602970203673947,-0.3749999999999999,-0.8720815992723809,-0.1953125,-0.037812499999999985,-0.0328125,6,27,0.39434840425531914,-0.09762021547923146,-0.3749999999999999,-0.5642880936468347,-0.109375,0.024687499999999998,0.0296875,26,7,0.7516622340425532,0.2611928807655627,-0.009999999999999998,0.9999999999999999,0.40625,-0.042499999999999996,0.3092420212765957,-0.375,-0.8720815992723809
oracle_context_only,92,direct_terminal_utility,10.0,-0.042499999999999996,-0.0375,5,29,0.4334441489361702,-0.05647146973759505,-0.375,-0.3,-0.0234375,-0.03156249999999999,-0.0265625,11,28,0.30871010638297874,-0.1650617505055406,-0.3749999999999999,-0.7999999999999999,-0.1953125,-0.037812499999999985,-0.0328125,6,27,0.3942154255319149,-0.10067415005595089,-0.3749999999999999,-0.7,-0.1328125,0.023125,0.028125,25,7,0.7509973404255319,0.2614692723062663,-0.04,0.8720815992723809,0.3984375,-0.042499999999999996,0.30871010638297874,-0.375,-0.7999999999999999
oracle_context_only,92,ridge_potential_success,0.1,-0.03625,-0.03125,6,26,0.47373670212765956,-0.003526459600776871,-0.3175,0.051298917604257706,0.03125,-0.012812499999999996,-0.0078125,14,19,0.3269281914893617,-0.13759484551705237,-0.3749999999999999,-0.49999999999999994,-0.125,-0.04406249999999999,-0.0390625,9,34,0.3959441489361702,-0.08682400881440709,-0.3749999999999999,-0.35909242322980395,-0.1640625,0.024687499999999998,0.0296875,26,7,0.7478058510638298,0.259021654376983,-0.009999999999999998,0.9999999999999999,0.40625,-0.04406249999999999,0.3269281914893617,-0.3749999999999999,-0.49999999999999994
oracle_context_only,92,ridge_potential_success,0.01,-0.03625,-0.03125,6,26,0.47373670212765956,-0.003526459600776871,-0.3175,0.051298917604257706,0.03125,-0.012812499999999996,-0.0078125,14,19,0.3269281914893617,-0.1388779421881222,-0.3749999999999999,-0.5642880936468347,-0.125,-0.04406249999999999,-0.0390625,9,34,0.3959441489361702,-0.08675655991361811,-0.3749999999999999,-0.35909242322980395,-0.1640625,0.024687499999999998,0.0296875,26,7,0.7478058510638298,0.259021654376983,-0.009999999999999998,0.9999999999999999,0.40625,-0.04406249999999999,0.3269281914893617,-0.3749999999999999,-0.5642880936468347
oracle_context_only,92,ridge_potential_success,1.0,-0.0409375,-0.0359375,4,27,0.46708776595744683,-0.013629612138652719,-0.320625,0.09999999999999999,0.0078125,-0.012812499999999996,-0.0078125,14,19,0.32533244680851064,-0.14326391205894265,-0.3749999999999999,-0.49999999999999994,-0.125,-0.04406249999999999,-0.0390625,9,34,0.3959441489361702,-0.08682400881440709,-0.3749999999999999,-0.35909242322980395,-0.1640625,0.024687499999999998,0.0296875,26,7,0.7480718085106383,0.25935102604032056,-0.009999999999999998,0.9999999999999999,0.40625,-0.04406249999999999,0.32533244680851064,-0.3749999999999999,-0.49999999999999994
relative_object_oracle_dynamic_slopes,374,ridge_potential_success,0.01,-0.0128125,-0.0078125,13,18,0.5144281914893617,0.013290983090331852,-0.24562499999999998,0.09999999999999999,0.015625,-0.05031249999999998,-0.0453125,9,38,0.3702127659574468,-0.12275596639432122,-0.24999999999999994,-0.3,-0.2109375,-0.034687499999999996,-0.0296875,8,27,0.40332446808510636,-0.09233958571174326,-0.29687499999999994,-0.49999999999999994,-0.171875,0.0309375,0.0359375,33,10,0.7585771276595744,0.2768236499419434,-0.05312499999999999,0.9999999999999999,0.4609375,-0.05031249999999998,0.3702127659574468,-0.29687499999999994,-0.49999999999999994
relative_object_oracle_dynamic_slopes,374,direct_success,0.01,-0.014375000000000002,-0.009375,12,18,0.4752659574468085,-0.020084234916912497,-0.29874999999999996,-0.051298917604257706,0.0078125,-0.029999999999999992,-0.025,9,25,0.3449468085106383,-0.1375696378021776,-0.3749999999999999,-0.6,-0.078125,-0.050312499999999996,-0.0453125,8,37,0.3086436170212766,-0.17978320322326463,-0.3749999999999999,-0.9999999999999999,-0.3125,0.024687500000000008,0.0296875,29,10,0.7558510638297873,0.2646267450946522,-0.05187499999999999,0.9999999999999999,0.3671875,-0.050312499999999996,0.3086436170212766,-0.3749999999999999,-0.9999999999999999
